id,coc,con,brc,brn,OC,BC,BCM,MBCV,MBCDNC,MBC,SC,SCA,ST,cocbrc,Rank,Avg,College,Collegeadd1,District,Pincode,Location,Col Sel,Col All,Col Rank,Brn Sel,Brn all,Brn Rank,Loc Sel,Loc All,Loc Rank,Filter,Sel-all,Fin-Filter,Over-all Rank
62b0bb268da21573831b473b,1238,"GRT Institute of Engineering and Technology, GRT Mahalakshmi Nagar, Chennai-Tirupathi Highway, Tiruttani Taluk, Thiruvallur District 631209",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,121.96,,,80,,,116.955,,,1238EE,80,106.305,GRT Institute of Engineering and Technology," GRT Mahalakshmi Nagar, Chennai-Tirupathi Highway, Tiruttani Taluk",Thiruvallur,631209,"Thiruvallur, Tamil Nadu, India",FALSE,FALSE,64,TRUE,FALSE,52,TRUE,FALSE,54,FALSE,FALSE,FALSE,170
62b0bb278da21573831b4ad3,2659,"Salem College of Engineering and Technology, Salem-Attur Main Road, NH-68, Mettupatty Perumapalayam, Salem District 636111",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,136.7,133.76,,80,,,133.92,,,2659EE,80,121.095,Salem College of Engineering and Technology," Salem-Attur Main Road, NH-68, Mettupatty Perumapalayam",Salem,636111,"Salem, Tamil Nadu, India",FALSE,FALSE,71,TRUE,FALSE,52,FALSE,FALSE,54,FALSE,FALSE,FALSE,177
62b0bb268da21573831b48b2,1510,"Priyadarshini Engineering College, Vaniyambadi Post, Thiruppattur District 635751",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,130.78,,,80,,,,,,1510EE,80,105.39,Priyadarshini Engineering College,Vaniyambadi Post,Tirupattur,635751,"Thiruppattur, Tamil Nadu, India",FALSE,FALSE,71,TRUE,FALSE,52,FALSE,FALSE,71,FALSE,FALSE,FALSE,194
62b0bb278da21573831b4d0e,3804,"Arasu Engineering  College, Chennai Main Road, Kumbakonam, Thanjavur District 612501",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,138.275,113.5,,81,,,,,,3804EC,81,110.925,Arasu Engineering  College," Chennai Main Road, Kumbakonam",Thanjavur,612501,"Thanjavur, Tamil Nadu, India",FALSE,FALSE,68,TRUE,FALSE,25,TRUE,TRUE,58,FALSE,TRUE,TRUE,151
62b0bb268da21573831b48d4,1519,"Bharathidasan Engineering College, Nattrampalli Post, Thiruppathur District 635854",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,117.64,,,81,,,,,,1519EC,81,99.32,Bharathidasan Engineering College,Nattrampalli Post,Thiruppathur,635854,"Thiruppathur, Tamil Nadu, India",FALSE,FALSE,73,TRUE,FALSE,25,FALSE,FALSE,73,FALSE,FALSE,FALSE,171
62b0bb268da21573831b47f0,1408,"I F E T College of Engineering  (Autonomous), Gangarampalayam, Villupuram District 605108",CE,CIVIL  ENGINEERING,141,136.5,,83,,,,,,1408CE,83,120.1666667,I F E T College of Engineering  (Autonomous),Gangarampalayam,Villupuram,605108,"Villupuram, Tamil Nadu, India",FALSE,FALSE,65,FALSE,FALSE,53,FALSE,FALSE,59,FALSE,FALSE,FALSE,177
62b0bb278da21573831b4a8c,2641,"Varuvan Vadivelan Institute of Technology, Nallanahalli, Dharmapuri District 636701",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,142.815,,,83.5,,,,,,2641EC,83.5,113.1575,Varuvan Vadivelan Institute of Technology,Nallanahalli,Dharmapuri,636701,"Dharmapuri, Tamil Nadu, India",FALSE,FALSE,76,TRUE,FALSE,25,FALSE,FALSE,58,FALSE,FALSE,FALSE,159
62b0bb268da21573831b4847,1421,"V R S College of Engineering and Technology, Arasur, Villupuram District 607107",ME,MECHANICAL ENGINEERING,130.76,129.11,120.135,84.5,,,113.69,,,1421ME,84.5,115.639,V R S College of Engineering and Technology,Arasur,Villupuram,607107,"Villupuram, Tamil Nadu, India",FALSE,FALSE,70,FALSE,FALSE,53,FALSE,FALSE,59,FALSE,FALSE,FALSE,182
62b0bb268da21573831b484c,1430,"Maha Bharathi Engineering College, A Vasudevanur, Chinnasalem, Kallakurichi  District 606201",ME,MECHANICAL ENGINEERING,126.76,,,85,,,80,,,1430ME,85,97.25333333,Maha Bharathi Engineering College," A Vasudevanur, Chinnasalem",Kallakurichi,606201,"Kallakurichi, Tamil Nadu, India",FALSE,FALSE,76,FALSE,FALSE,53,FALSE,FALSE,68,FALSE,FALSE,FALSE,197
62b0bb278da21573831b4ac7,2657,"Paavai College of Technology, NH-7, Pachal Post, Namakkal District 637018",BT,BIO TECHNOLOGY,153,88,128.5,86,,,87.5,,139.365,2657BT,86,113.7275,Paavai College of Technology," NH-7, Pachal Post",Namakkal,637018,"Namakkal, Tamil Nadu, India",FALSE,FALSE,70,TRUE,FALSE,54,FALSE,FALSE,61,FALSE,FALSE,FALSE,185
62b0bb268da21573831b4603,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CS,COMPUTER SCIENCE AND ENGINEERING,199,198.12,197.02,198,198,198.625,196.5,193.935,192.165,1CS,594.625,196.8183333,University Departments of Anna University," Chennai - CEG Campus;Sardar Patel Road, Guindy",Chennai,600025,"Chennai, Tamil Nadu, India",FALSE,FALSE,51,TRUE,FALSE,50,TRUE,TRUE,51,FALSE,TRUE,TRUE,152
62b0bb278da21573831b49f0,2611,"Paavai Engineering College (Autonomous) , NH-7, Pachal Post, Namakkal District 637018",PU,PHARMACEUTICAL ENGINEERING,126,97.5,,89,,,123.5,,118.76,2611PU,89,110.952,Paavai Engineering College (Autonomous)," NH-7, Pachal Post",Namakkal,637018,"Namakkal, Tamil Nadu, India",FALSE,FALSE,64,FALSE,FALSE,77,FALSE,FALSE,61,FALSE,FALSE,FALSE,202
62b0bb288da21573831b4e68,4946,"D M I Engineering College, Aralvaimozhi Village, Thovalai, Kanyakumari District 629301",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,97.5,,,,89.5,,,,,4946EE,89.5,93.5,D M I Engineering College," Aralvaimozhi Village, Thovalai",Kanyakumari,629301,"Kanyakumari, Tamil Nadu, India",FALSE,FALSE,68,TRUE,FALSE,52,FALSE,FALSE,58,FALSE,FALSE,FALSE,178
62b0bb278da21573831b4cda,3466,"Nelliandavar Institute of Technology, Nerunjikorai Village, Pudhupalayam, Ariyalur Taluk, Ariyalur District 621704",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,122.76,,,89.5,,,87,,,3466EE,89.5,99.75333333,Nelliandavar Institute of Technology," Nerunjikorai Village, Pudhupalayam, Ariyalur Taluk",Ariyalur,621704,"Ariyalur, Tamil Nadu, India",FALSE,FALSE,79,TRUE,FALSE,52,TRUE,FALSE,64,FALSE,FALSE,FALSE,195
62b0bb278da21573831b4dcb,3905,"Kings College of Engineering, Punalkulam, Pudukkottai District 613303",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,144.24,130.045,140,,92,,105.5,,,3905EE,92,122.357,Kings College of Engineering,Punalkulam,Pudukkottai,613303,"Pudukkottai, Tamil Nadu, India",FALSE,FALSE,65,TRUE,FALSE,52,TRUE,FALSE,65,FALSE,FALSE,FALSE,182
62b0bb268da21573831b4967,2342,"Sri Ranganathar Institute of Engineering and Technology, Thudialur-Kovilpalay Road, Coimbatore District 641110",ME,MECHANICAL ENGINEERING,145.845,124.33,,,92,,126.24,87,,2342ME,92,115.083,Sri Ranganathar Institute of Engineering and Technology,Thudialur-Kovilpalay Road,Coimbatore,641110,"Coimbatore, Tamil Nadu, India",FALSE,FALSE,68,FALSE,FALSE,53,TRUE,FALSE,51,FALSE,FALSE,FALSE,172
62b0bb268da21573831b49b7,2606,"Jayam College of Engineering and Technology, Nallanur Post, Dharmapuri District 636813",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,122.19,,,92.25,,,,,,2606EE,92.25,107.22,Jayam College of Engineering and Technology,Nallanur Post,Dharmapuri,636813,"Dharmapuri, Tamil Nadu, India",FALSE,FALSE,70,TRUE,FALSE,52,FALSE,FALSE,58,FALSE,FALSE,FALSE,180
62b0bb288da21573831b4fc8,5912,"Pandian Saraswathi Yadav Engineering College, Thirumansolai Post, Sivagangai District 630 561",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,123.605,,,,94,,,,,5912EE,94,108.8025,Pandian Saraswathi Yadav Engineering College,Thirumansolai Post,Sivagangai,630561,"Sivagangai, Tamil Nadu, India",FALSE,FALSE,71,TRUE,FALSE,52,FALSE,FALSE,54,FALSE,FALSE,FALSE,177
62b0bb288da21573831b4e70,4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,102.5,,,,95,,,,,4949EC,95,98.75,PSN Institute of Technology and Science,Melathediyoor,Tirunelveli,627152,"Tirunelveli, Tamil Nadu, India",FALSE,FALSE,71,TRUE,FALSE,25,FALSE,FALSE,55,FALSE,FALSE,FALSE,151
62b0bb278da21573831b4b58,2713,"M P Nachimuthu M Jagannathan Engineering College, Chennimalai, Erode District 638112",IT,INFORMATION TECHNOLOGY,145.925,80,137.33,,98,,132.275,133.475,,2713IT,98,121.1675,M P Nachimuthu M Jagannathan Engineering College,Chennimalai,Erode,638112,"Erode, Tamil Nadu, India",FALSE,FALSE,73,TRUE,FALSE,52,FALSE,FALSE,55,FALSE,FALSE,FALSE,180
62b0bb278da21573831b49e9,2611,"Paavai Engineering College (Autonomous) , NH-7, Pachal Post, Namakkal District 637018",AE,AERONAUTICAL ENGINEERING,142.09,109.5,126.53,100.5,,,86.5,,,2611AE,100.5,113.024,Paavai Engineering College (Autonomous)," NH-7, Pachal Post",Namakkal,637018,"Namakkal, Tamil Nadu, India",FALSE,FALSE,64,FALSE,FALSE,52,FALSE,FALSE,61,FALSE,FALSE,FALSE,177
62b0bb278da21573831b4aa0,2647,"J K K Nataraja College of Engineering and Technology, Komarapalayam Amani, Thattankuttai Panchayat, Namakkal District 638183",IT,INFORMATION TECHNOLOGY,104.5,,,101,,,,,,2647IT,101,102.75,J K K Nataraja College of Engineering and Technology," Komarapalayam Amani, Thattankuttai Panchayat",Namakkal,638183,"Namakkal, Tamil Nadu, India",FALSE,FALSE,83,TRUE,FALSE,52,FALSE,FALSE,61,FALSE,FALSE,FALSE,196
62b0bb268da21573831b48d0,1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",IT,INFORMATION TECHNOLOGY,127.24,,,102,,,122.9,,,1518IT,102,117.38,Thiruvalluvar College of Engineering and Technology,Vandavasi,Thiruvannamalai,604505,"Thiruvannamalai, Tamil Nadu, India",FALSE,FALSE,66,TRUE,FALSE,52,FALSE,FALSE,62,FALSE,FALSE,FALSE,180
62b0bb268da21573831b49d6,2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District 637503",CE,CIVIL  ENGINEERING,133.42,,,102,,,,,106.5,2609CE,102,113.9733333,Mahendra Engineering College (Autonomous)," Mahendhirapuri, Mallasamudram",Namakkal,637503,"Namakkal, Tamil Nadu, India",FALSE,FALSE,66,FALSE,FALSE,53,FALSE,FALSE,61,FALSE,FALSE,FALSE,180
62b0bb268da21573831b49d0,2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District 637503",AE,AERONAUTICAL ENGINEERING,147.135,120.33,,102.5,,,,,,2609AE,102.5,123.3216667,Mahendra Engineering College (Autonomous)," Mahendhirapuri, Mallasamudram",Namakkal,637503,"Namakkal, Tamil Nadu, India",FALSE,FALSE,66,FALSE,FALSE,52,FALSE,FALSE,61,FALSE,FALSE,FALSE,179
62b0bb278da21573831b4b5e,2715,"Nandha Engineering College (Autonomous), Pitchandampalayam Post, Erode District 638052",BM,BIO MEDICAL ENGINEERING,160.385,135.705,106.5,,104,,128.53,,133.56,2715BM,104,128.1133333,Nandha Engineering College (Autonomous),Pitchandampalayam Post,Erode,638052,"Erode, Tamil Nadu, India",FALSE,FALSE,63,TRUE,FALSE,53,FALSE,FALSE,55,FALSE,FALSE,FALSE,171
62b0bb288da21573831b4f9d,5865,"Nadar Saraswathi College of Engineering and Technology, Vadupudupatti, Annanji Post, Theni District 625531",ME,MECHANICAL ENGINEERING,142.955,126.9,140.285,,,105,131.385,87,,5865ME,105,122.2541667,Nadar Saraswathi College of Engineering and Technology," Vadupudupatti, Annanji Post",Theni,625531,"Theni, Tamil Nadu, India",FALSE,FALSE,63,FALSE,FALSE,53,FALSE,FALSE,59,FALSE,FALSE,FALSE,175
62b0bb278da21573831b4c45,2753,"P P G Institute of Technology, Vilankurichi Village, Coimbatore District 641035",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,122.275,96,,,107,,,,,2753EC,107,108.425,P P G Institute of Technology,Vilankurichi Village,Coimbatore,641035,"Coimbatore, Tamil Nadu, India",FALSE,FALSE,68,TRUE,FALSE,25,TRUE,FALSE,51,FALSE,FALSE,FALSE,144
62b0bb268da21573831b48d9,1520,"Kingston Engineering College, Chithoor Main Road, Christianpet Village, Katpadi Taluk,  Vellore District 632059",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,156.27,135,130.065,107,,,,,,1520EC,107,132.08375,Kingston Engineering College," Chithoor Main Road, Christianpet Village, Katpadi Taluk",Vellore,632059,"Vellore, Tamil Nadu, India",FALSE,FALSE,65,TRUE,FALSE,25,FALSE,FALSE,56,FALSE,FALSE,FALSE,146
62b0bb268da21573831b48a4,1507,"Ganadipathy TulsiÕs Jain Engineering College, Kaniyambadi, Vellore District 632102",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,121.045,,,107,,,,,,1507EC,107,114.0225,Ganadipathy TulsiÕs Jain Engineering College,Kaniyambadi,Vellore,632102,"Vellore, Tamil Nadu, India",FALSE,FALSE,69,TRUE,FALSE,25,FALSE,FALSE,56,FALSE,FALSE,FALSE,150
62b0bb278da21573831b4a94,2642,"P S V College of Engineeering and Technology, Mittapalli, Balinayanapalli Post, Elathagiri, Krishnagiri District 635108",ME,MECHANICAL ENGINEERING,126.275,124.615,124.945,,,107,101.5,,,2642ME,107,116.867,P S V College of Engineeering and Technology," Mittapalli, Balinayanapalli Post, Elathagiri",Krishnagiri,635108,"Krishnagiri, Tamil Nadu, India",FALSE,FALSE,66,FALSE,FALSE,53,FALSE,FALSE,56,FALSE,FALSE,FALSE,175
62b0bb278da21573831b4ab1,2651,"Jai Shriram Engineering College, Dharapuram Road, Avinashi Palayam, Tiruppur District 638660",FT,FASHION TECHNOLOGY,142.955,124.955,,,107.1,,,,,2651FT,107.1,125.0033333,Jai Shriram Engineering College," Dharapuram Road, Avinashi Palayam",Tiruppur,638660,"Tiruppur, Tamil Nadu, India",FALSE,FALSE,65,FALSE,FALSE,59,FALSE,FALSE,58,FALSE,FALSE,FALSE,182
62b0bb268da21573831b4973,2347,"AVS College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem District 636106",ME,MECHANICAL ENGINEERING,141.29,,,107.5,,,81.5,,,2347ME,107.5,110.0966667,AVS College of Technology," Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram",Salem,636106,"Salem, Tamil Nadu, India",FALSE,FALSE,67,FALSE,FALSE,53,FALSE,FALSE,54,FALSE,FALSE,FALSE,174
62b0bb278da21573831b4dcd,3908,"Mount Zion College of Engineering and Technology, Pilivalam Post, Pudukkottai District 622507",CE,CIVIL  ENGINEERING,141.695,127.615,,,108,,122.055,,,3908CE,108,124.84125,Mount Zion College of Engineering and Technology,Pilivalam Post,Pudukkottai,622507,"Pudukkottai, Tamil Nadu, India",FALSE,FALSE,68,FALSE,FALSE,53,TRUE,FALSE,65,FALSE,FALSE,FALSE,186
62b0bb268da21573831b47df,1402,"Annai Terasa College of Engineering, Thirunavalur, Kallakkurichi District 607204",CS,COMPUTER SCIENCE AND ENGINEERING,146.33,,,108.25,,,82,80.5,,1402CS,108.25,104.27,Annai Terasa College of Engineering,Thirunavalur,Kallakurichi,607204,"Kallakkurichi, Tamil Nadu, India",FALSE,FALSE,77,TRUE,FALSE,50,FALSE,FALSE,68,FALSE,FALSE,FALSE,195
62b0bb278da21573831b4d26,3806,"E G S Pillay  Engineering College (Autonomous), Nagapattinam District 611002",CE,CIVIL  ENGINEERING,114.35,,113.6,109,,,95,,,3806CE,109,107.9875,E G S Pillay  Engineering College (Autonomous),,Nagapattinam,611002,"Nagapattinam, Tamil Nadu, India",FALSE,FALSE,61,FALSE,FALSE,53,FALSE,FALSE,61,FALSE,FALSE,FALSE,175
62b0bb288da21573831b4ddb,3920,"Sudharsan Engineering College, Sathiyamangalam Post, Pudukkottai District 622501",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,133.54,122.475,,,110.17,,,,,3920EE,110.17,122.0616667,Sudharsan Engineering College,Sathiyamangalam Post,Pudukkottai,622501,"Pudukkottai, Tamil Nadu, India",FALSE,FALSE,67,TRUE,FALSE,52,TRUE,FALSE,65,FALSE,FALSE,FALSE,184
62b0bb278da21573831b4d57,3815,"Pavendhar Bharathidasan College of Engineering and Technology, Pudukkottai Main Road, Tiruchirappalli District 620024",TX,TEXTILE TECHNOLOGY,137.13,,,,110.5,,,,,3815TX,110.5,123.815,Pavendhar Bharathidasan College of Engineering and Technology,Pudukkottai Main Road,Trichy-Tiruchirappalli,620024,"Trichy-Tiruchirappalli, Tamil Nadu, India",FALSE,FALSE,65,FALSE,FALSE,57,FALSE,FALSE,57,FALSE,FALSE,FALSE,179
62b0bb268da21573831b49cf,2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District 637503",AO,AEROSPACE ENGINEERING,133.5,,,110.5,,,120,124.35,,2609AO,110.5,122.0875,Mahendra Engineering College (Autonomous)," Mahendhirapuri, Mallasamudram",Namakkal,637503,"Namakkal, Tamil Nadu, India",FALSE,FALSE,66,FALSE,FALSE,59,FALSE,FALSE,61,FALSE,FALSE,FALSE,186
62b0bb278da21573831b4c69,2767,"SRG Engineering College, Aniyapuram Post, Namakkal District 637017",BM,BIO MEDICAL ENGINEERING,140.705,83.75,,,111,,,,,2767BM,111,111.8183333,SRG Engineering College,Aniyapuram Post,Namakkal,637017,"Namakkal, Tamil Nadu, India",FALSE,FALSE,77,TRUE,FALSE,53,FALSE,FALSE,61,FALSE,FALSE,FALSE,191
62b0bb268da21573831b4604,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CM,COMPUTER SCIENCE AND ENGINEERING (SS),198,197.6666667,196.375,196,196.76,197.5,193,192.06,190.815,1CM,590.26,195.352963,University Departments of Anna University," Chennai - CEG Campus;Sardar Patel Road, Guindy",Chennai,600025,"Chennai, Tamil Nadu, India",FALSE,FALSE,51,TRUE,FALSE,51,TRUE,TRUE,51,FALSE,TRUE,TRUE,153
62b0bb268da21573831b4611,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,197.99,197.3333333,196,195.78,195.54,197.13,194.35,192,192.5,1EC,588.45,195.4025926,University Departments of Anna University," Chennai - CEG Campus;Sardar Patel Road, Guindy",Chennai,600025,"Chennai, Tamil Nadu, India",FALSE,FALSE,51,TRUE,FALSE,25,TRUE,TRUE,51,FALSE,TRUE,TRUE,127
62b0bb268da21573831b48de,1523,"Global Institute of Engineering and Technology, Bangalore-Chennai Highway, Melvisharam, Walajah Taluk, Ranipet District 632506",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,139.79,126,122.24,113.33,,,,137.615,,1523EC,113.33,127.795,Global Institute of Engineering and Technology," Bangalore-Chennai Highway, Melvisharam, Walajah Taluk",Ranipet,632506,"Ranipet, Tamil Nadu, India",FALSE,FALSE,68,TRUE,FALSE,25,FALSE,FALSE,61,FALSE,FALSE,FALSE,154
62b0bb268da21573831b49db,2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District 637503",PU,PHARMACEUTICAL ENGINEERING,145.33,137.68,137.845,114,,,119.5,80.5,,2609PU,114,122.4758333,Mahendra Engineering College (Autonomous)," Mahendhirapuri, Mallasamudram",Namakkal,637503,"Namakkal, Tamil Nadu, India",FALSE,FALSE,66,FALSE,FALSE,77,FALSE,FALSE,61,FALSE,FALSE,FALSE,204
62b0bb278da21573831b4a06,2614,"S S M College of Engineering, Komarapalayam, Namakkal District 638183",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,118.29,,,115.135,,,,,,2614EE,115.135,116.7125,S S M College of Engineering,Komarapalayam,Namakkal,638183,"Namakkal, Tamil Nadu, India",FALSE,FALSE,67,TRUE,FALSE,52,FALSE,FALSE,61,FALSE,FALSE,FALSE,180
62b0bb288da21573831b4e4f,4933,"St. Mother Theresa Engineering College, Vagaikulam, Thoothukudi District 628102",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,121.475,,,,115.5,,,,,4933EE,115.5,118.4875,St. Mother Theresa Engineering College,Vagaikulam,Thoothukudi,628102,"Thoothukudi, Tamil Nadu, India",FALSE,FALSE,71,TRUE,FALSE,52,FALSE,FALSE,57,FALSE,FALSE,FALSE,180
62b0bb268da21573831b471d,1229,"Indira Institute of Engineering and Technology, VGR Gardens, Pandur, Thiruvallur District 631203",CS,COMPUTER SCIENCE AND ENGINEERING,143.35,142.98,,117,,,119.76,,,1229CS,117,130.7725,Indira Institute of Engineering and Technology," VGR Gardens, Pandur",Thiruvallur,631203,"Thiruvallur, Tamil Nadu, India",FALSE,FALSE,78,TRUE,FALSE,50,TRUE,FALSE,54,FALSE,FALSE,FALSE,182
62b0bb268da21573831b4896,1504,"Arunai Engineering College, Mathur, Thiruvannamalai District 606603",CH,CHEMICAL  ENGINEERING,150.285,115.5,,118,,,,,,1504CH,118,127.9283333,Arunai Engineering College,Mathur,Thiruvannamalai,606603,"Thiruvannamalai, Tamil Nadu, India",FALSE,FALSE,63,FALSE,FALSE,53,FALSE,FALSE,62,FALSE,FALSE,FALSE,178
62b0bb278da21573831b4ae0,2683,"Shreenivasa Engineering College, B Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District 635301",BM,BIO MEDICAL ENGINEERING,138.53,,,118.275,,,127.955,112.5,132.53,2683BM,118.275,125.958,Shreenivasa Engineering College," B Pallipatti, Bommidi, Pappireddipatti Taluk",Dharmapuri,635301,"Dharmapuri, Tamil Nadu, India",FALSE,FALSE,75,TRUE,FALSE,53,FALSE,FALSE,58,FALSE,FALSE,FALSE,186
62b0bb268da21573831b46d7,1212,"Rajiv Gandhi College of Engineering, Nemili, Sriperumpudur Taluk, Kancheepuram District 602105",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,132.85,105,,118.67,,,,,,1212EC,118.67,118.84,Rajiv Gandhi College of Engineering," Nemili, Sriperumpudur Taluk",Kancheepuram,602105,"Kancheepuram, Tamil Nadu, India",FALSE,FALSE,69,TRUE,FALSE,25,FALSE,FALSE,53,FALSE,FALSE,FALSE,147
62b0bb268da21573831b480b,1412,"Mailam Engineering College, Mailam, Villupuram District 604304",ME,MECHANICAL ENGINEERING,133.1,,,118.705,,,87.5,,,1412ME,118.705,113.1016667,Mailam Engineering College,Mailam,Villupuram,604304,"Villupuram, Tamil Nadu, India",FALSE,FALSE,67,FALSE,FALSE,53,FALSE,FALSE,59,FALSE,FALSE,FALSE,179
62b0bb288da21573831b4f8b,5703,"Christian College of Engineering and Technology, Oddanchatram, Dindigul District 624619",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,132.845,,,,119.275,,129.86,,,5703EC,119.275,127.3266667,Christian College of Engineering and Technology,Oddanchatram,Dindigul,624619,"Dindigul, Tamil Nadu, India",FALSE,FALSE,67,TRUE,FALSE,25,FALSE,FALSE,59,FALSE,FALSE,FALSE,151
62b0bb278da21573831b4a7c,2636,"A V S Engineering College, Military Road, Ammapet, Salem District 636003",ME,MECHANICAL ENGINEERING,138.615,118.385,135.67,119.955,,,112.67,126.34,136.24,2636ME,119.955,126.8392857,A V S Engineering College," Military Road, Ammapet",Salem,636003,"Salem, Tamil Nadu, India",FALSE,FALSE,67,FALSE,FALSE,53,FALSE,FALSE,54,FALSE,FALSE,FALSE,174
62b0bb268da21573831b474e,1303,"Anand Institute of Higher Technology, Old Mahabalipuram Road (OMR), Kazhipattur, Chengalpattu District  603103",AG,AGRICULTURE ENGINEERING,148.19,143.615,,120,,,138.1,,,1303AG,120,137.47625,Anand Institute of Higher Technology," Old Mahabalipuram Road (OMR), Kazhipattur",Chengalpattu,603103,"Chengalpattu, Tamil Nadu, India",FALSE,FALSE,65,FALSE,FALSE,59,FALSE,FALSE,51,FALSE,FALSE,FALSE,175
62b0bb268da21573831b4966,2345,"Dhirajlal Gandhi College of Technology, Sikkanampatty, (Opp. to Airport), Omalur Taluk, Salem District 636309",AG,AGRICULTURE ENGINEERING,142.56,,,120.11,,,,,,2345AG,120.11,131.335,Dhirajlal Gandhi College of Technology," Sikkanampatty, (Opp. to Airport), Omalur Taluk",Salem,636309,"Salem, Tamil Nadu, India",FALSE,FALSE,65,FALSE,FALSE,59,FALSE,FALSE,54,FALSE,FALSE,FALSE,178
62b0bb278da21573831b4ad7,2661,"Vivekanandha College of Technology for Women, Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam, Namakkal District 637205",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,146.96,96.5,,,120.5,,120.385,,,2661EE,120.5,121.08625,Vivekanandha College of Technology for Women," Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam",Namakkal,637205,"Namakkal, Tamil Nadu, India",FALSE,FALSE,65,TRUE,FALSE,52,FALSE,FALSE,61,FALSE,FALSE,FALSE,178
62b0bb268da21573831b4610,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IM,INFORMATION TECHNOLOGY (SS),197,196,194.4,194.905,195.765,195.825,191.5,189.145,192.44,1IM,586.495,194.1088889,University Departments of Anna University," Chennai - CEG Campus;Sardar Patel Road, Guindy",Chennai,600025,"Chennai, Tamil Nadu, India",FALSE,FALSE,51,TRUE,FALSE,52,TRUE,TRUE,51,FALSE,TRUE,TRUE,154
62b0bb268da21573831b49e7,2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District 637408",MZ,Mechatronics Engineering,136.045,87,,121.045,,,,,,2610MZ,121.045,114.6966667,Muthayammal Engineering College (Autonomous),Rasipuram,Namakkal,637408,"Namakkal, Tamil Nadu, India",FALSE,FALSE,63,FALSE,FALSE,56,FALSE,FALSE,61,FALSE,FALSE,FALSE,180
62b0bb278da21573831b4c89,2776,"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus,  Kannampalayam, Sulur, Coimbatore District 641 402",MZ,Mechatronics Engineering,145.515,118.85,122.85,,121.19,,131.545,,,2776MZ,121.19,127.99,R V S Technical Campus-Coimbatore," Kumaran Kottam Campus; Kannampalayam, Sulur",Coimbatore,641402,"Coimbatore, Tamil Nadu, India",FALSE,FALSE,68,FALSE,FALSE,56,TRUE,FALSE,51,FALSE,FALSE,FALSE,175
62b0bb268da21573831b48d6,1519,"Bharathidasan Engineering College, Nattrampalli Post, Thiruppathur District 635854",IT,INFORMATION TECHNOLOGY,153.275,129.955,,121.955,,,134.55,,,1519IT,121.955,134.93375,Bharathidasan Engineering College,Nattrampalli Post,Thiruppathur,635854,"Thiruppathur, Tamil Nadu, India",FALSE,FALSE,73,TRUE,FALSE,52,FALSE,FALSE,73,FALSE,FALSE,FALSE,198
