coc,College,Max OC Cut-off,Select,Select all,Weight,Location,Loc Selected,Branch Selected,Loc/Branch Fliter
2739,Sri Eshwar College Of Engineering (Autonomous),187.38,FALSE,FALSE,56,Coimbatore,TRUE,TRUE,TRUE
1422,Srm Valliammai Engineering College (Autonomous),187,FALSE,FALSE,57,Chennai,TRUE,TRUE,TRUE
1324,Sri Sai Ram Institute Of Technology (Autonomous),186,FALSE,FALSE,57,Chennai,TRUE,TRUE,TRUE
2706,Dr. Mahalingam College Of  Engineering And Technology (Autonomous),185.47,FALSE,FALSE,57,Coimbatore,TRUE,TRUE,TRUE
2764,K P R Institute Of Engineering And Technology (Autonomous),185.38,FALSE,FALSE,57,Coimbatore,TRUE,TRUE,TRUE
1120,Velammal Engineering College (Autonomous),185.205,FALSE,FALSE,57,Chennai,TRUE,TRUE,TRUE
1149,St. Josephs Institute Of Technology,184.935,FALSE,FALSE,58,Chennai,TRUE,TRUE,TRUE
3464,Government College Of Engineering,183.615,TRUE,FALSE,58,Thanjavur,TRUE,TRUE,TRUE
2710,Karpagam College Of Engineering (Autonomous),183.56,FALSE,FALSE,58,Coimbatore,TRUE,TRUE,TRUE
2704,Coimbatore Institute Of Engineering And Technolgoy (Autonomous),182.19,FALSE,FALSE,59,Coimbatore,TRUE,TRUE,TRUE
1231,Panimalar Institute Of Technology,182,FALSE,FALSE,59,Chennai,TRUE,TRUE,TRUE
3701,K Ramakrishnan College Of Technology (Autonomous),176.3,FALSE,FALSE,62,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
1306,Jeppiar Engineering College,181.92,FALSE,FALSE,59,Chennai,TRUE,TRUE,TRUE
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous),181.86,FALSE,FALSE,59,Chennai,TRUE,TRUE,TRUE
2725,Sri Ramakrishna Institute Of Technology (Autonomous),181.725,FALSE,FALSE,59,Coimbatore,TRUE,TRUE,TRUE
2727,Sri Shakthi Institute Of Engineering And Technology (Autonomous),181.55,FALSE,FALSE,59,Coimbatore,TRUE,TRUE,TRUE
2726,S N S College Of Technology (Autonomous),181.495,FALSE,FALSE,59,Coimbatore,TRUE,TRUE,TRUE
1311,K C G College Of Technology,181,FALSE,FALSE,60,Chennai,TRUE,TRUE,TRUE
2736,Dr. N G P Institute Of Technology,180.525,FALSE,FALSE,60,Coimbatore,TRUE,TRUE,TRUE
2735,Karpagam Institute Of Technology,180.385,FALSE,FALSE,60,Coimbatore,TRUE,TRUE,TRUE
3807,J J College Of Engineering And Technology,170.545,FALSE,FALSE,65,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
3815,Pavendhar Bharathidasan College Of Engineering And Technology,170.505,FALSE,FALSE,65,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
1122,Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous),179.97,FALSE,FALSE,60,Chennai,TRUE,TRUE,TRUE
2750,Kalaignar Karunanidhi Institute Of Technology (Autonomous),179.835,FALSE,FALSE,60,Coimbatore,TRUE,TRUE,TRUE
2741,P A College Of Engineering And Technology (Autonomous),179.58,FALSE,FALSE,60,Coimbatore,TRUE,TRUE,TRUE
2751,Kgisl Institute Of Technology,179.41,FALSE,FALSE,60,Coimbatore,TRUE,TRUE,TRUE
2734,S N S College Of Engineering (Autonomous),178.925,FALSE,FALSE,61,Coimbatore,TRUE,TRUE,TRUE
1114,S A Engineering College (Autonomous),178.68,FALSE,FALSE,61,Chennai,TRUE,TRUE,TRUE
1310,Misrimal Navajee Munoth Jain Engineering College,178.5,FALSE,FALSE,61,Chennai,TRUE,TRUE,TRUE
3841,Care College Of Engineering (Formerly C.A.R.E Group Of Institutions),168.24,FALSE,FALSE,66,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
2357,V S B College Of Engineering Technical Campus,178.375,FALSE,FALSE,61,Coimbatore,TRUE,TRUE,TRUE
2708,Hindusthan College Of Engineering And Technology (Autonomous),178.24,FALSE,FALSE,61,Coimbatore,TRUE,TRUE,TRUE
3810,M.A.M. College Of Engineering,167.55,FALSE,FALSE,66,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
2329,Rathinam Technical Campus,177.535,FALSE,FALSE,61,Coimbatore,TRUE,TRUE,TRUE
1307,Jerusalem College Of Engineering (Autonomous),176.86,FALSE,FALSE,62,Chennai,TRUE,TRUE,TRUE
3820,Trichy Engineering College,165.275,FALSE,FALSE,67,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
1217,Sree Sastha Institute Of Engineering And Technology,176.47,FALSE,FALSE,62,Chennai,TRUE,TRUE,TRUE
1414,Prince Shri Venkateshwara  Padmavathy Enginering College,175.91,FALSE,FALSE,62,Chennai,TRUE,TRUE,TRUE
2740,Hindustan Institute Of Technology (Autonomous),175.885,FALSE,FALSE,62,Coimbatore,TRUE,TRUE,TRUE
3786,M.A.M. School Of Engineering,163.91,FALSE,FALSE,68,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
3021,University College Of Engineering,175.835,TRUE,FALSE,62,Thanjavur,TRUE,TRUE,TRUE
1424,Dhaanish Ahmed College Of Engineering,175.78,FALSE,FALSE,62,Chennai,TRUE,TRUE,TRUE
1509,Meenakshi College Of Engineering,175.5,FALSE,FALSE,62,Chennai,TRUE,TRUE,TRUE
2721,Tamilnadu College Of Engineering,175.35,FALSE,FALSE,62,Coimbatore,TRUE,TRUE,TRUE
1225,Loyola Institute Of Technology,174.9,FALSE,FALSE,63,Chennai,TRUE,TRUE,TRUE
2729,Nehru Institute Of Engineering And Technology,174.54,FALSE,FALSE,63,Coimbatore,TRUE,TRUE,TRUE
2745,Kathir College Of Engineering,172.975,FALSE,FALSE,64,Coimbatore,TRUE,TRUE,TRUE
3016,University College Of Engineering,172.595,TRUE,FALSE,64,Ariyalur,TRUE,TRUE,TRUE
3811,M I E T Engineering College,162.615,FALSE,FALSE,69,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
3829,M.A.M. College Of Engineering And Technology,162.56,FALSE,FALSE,69,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
2737,Sri Sai Ranganathan Engineering College,172.13,FALSE,FALSE,64,Coimbatore,TRUE,TRUE,TRUE
3805,Dhanalakshmi Srinivasan  Engineering College (Autonomous),171.955,FALSE,FALSE,64,Perambalur,TRUE,TRUE,TRUE
1420,Tagore Engineering College,171.855,FALSE,FALSE,64,Chennai,TRUE,TRUE,TRUE
1101,Aalim Muhammed Salegh College Of Engineering,171.605,FALSE,FALSE,64,Chennai,TRUE,TRUE,TRUE
1322,Dhanalakshmi Srinivasan College Of Engineering And Technology,171.5,FALSE,FALSE,64,Chennai,TRUE,TRUE,TRUE
1218,Sri Muthukumaran Institute Of Technology,171.1,FALSE,FALSE,64,Chennai,TRUE,TRUE,TRUE
1431,New Prince Shri Bhavani College Of Engineering And Technology,170.9,FALSE,FALSE,65,Chennai,TRUE,TRUE,TRUE
3782,Oasys Institute Of Technology,157.96,FALSE,FALSE,71,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
3831,Indra Ganesan College Of Engineering,157.34,FALSE,FALSE,71,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
3802,Shri Angalamman College Of Engineering And Technology,157.185,FALSE,FALSE,71,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
2731,R V S College Of Engineering And Technology,170.76,FALSE,FALSE,65,Coimbatore,TRUE,TRUE,TRUE
3833,Parisutham Institute Of Technology And Science,170.76,FALSE,FALSE,65,Thanjavur,TRUE,TRUE,TRUE
1452,Peri Institute Of Technology,170.745,FALSE,FALSE,65,Chennai,TRUE,TRUE,TRUE
1442,Prince Dr. K Vasudevan College Of Engineering And Technology,170.3,FALSE,FALSE,65,Chennai,TRUE,TRUE,TRUE
2762,Jansons Institute Of Technology,170.25,FALSE,FALSE,65,Coimbatore,TRUE,TRUE,TRUE
3813,Oxford Engineering College,154.355,FALSE,FALSE,73,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
2755,Nehru Institute Of Technology,170,FALSE,FALSE,65,Coimbatore,TRUE,TRUE,TRUE
1228,Alpha College Of Engineering,169.585,FALSE,FALSE,65,Chennai,TRUE,TRUE,TRUE
2716,Park College Of Engineering And Technology,169.27,FALSE,FALSE,65,Coimbatore,TRUE,TRUE,TRUE
3905,Kings College Of Engineering,169.265,FALSE,FALSE,65,Pudukkottai,TRUE,TRUE,TRUE
2743,Dhanalakshmi Srinivasan College Of Engineering,169.14,FALSE,FALSE,65,Coimbatore,TRUE,TRUE,TRUE
1127,St. Peters College Of Engineering And Technology,169.07,FALSE,FALSE,65,Chennai,TRUE,TRUE,TRUE
3844,Shivani Engineering College,142.67,FALSE,FALSE,79,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
2354,Pollachi Institute Of Engineering And Technology,168.92,FALSE,FALSE,66,Coimbatore,TRUE,TRUE,TRUE
3808,Jayaram College Of Engineering And Technology,141.67,FALSE,FALSE,79,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
3850,Vetri Vinayaha College Of Engineering And Technology,140.135,FALSE,FALSE,80,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
2673,Sree Sakthi Engineering College,168.68,FALSE,FALSE,66,Coimbatore,TRUE,TRUE,TRUE
1405,Dhanalakshmi College Of  Engineering,168.38,FALSE,FALSE,66,Chennai,TRUE,TRUE,TRUE
3809,Kurinji College Of Engineering And Technology,128.475,FALSE,FALSE,86,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
1447,Jawahar Engineering College,168.35,FALSE,FALSE,66,Chennai,TRUE,TRUE,TRUE
3460,Sureya College Of Engineering,94.5,FALSE,FALSE,103,Trichy-Tiruchirappalli,FALSE,TRUE,FALSE
2744,Adithya Institute Of Technology,167.715,FALSE,FALSE,66,Coimbatore,TRUE,TRUE,TRUE
2761,United Institute Of Technology,167.625,FALSE,FALSE,66,Coimbatore,TRUE,TRUE,TRUE
2732,Info Institute Of Engineering,167.535,FALSE,FALSE,66,Coimbatore,TRUE,TRUE,TRUE
4,University Departments Of Anna University,197.175,FALSE,TRUE,51,Chengalpattu,FALSE,TRUE,FALSE
5,Annamalai University Faculty Of Engineering And Technology,197,FALSE,TRUE,52,Cuddalore,FALSE,TRUE,FALSE
1315,Sri Sivasubramaniya Nadar College Of Engineering (Autonomous),197,FALSE,TRUE,52,Chengalpattu,FALSE,TRUE,FALSE
5008,Thiagarajar College Of Engineering (Autonomous),195.02,FALSE,TRUE,52,Madurai,FALSE,TRUE,FALSE
